iter	Logloss
178	0.02537947893
179	0.02535892427
180	0.02519549429
181	0.02503866255
182	0.02480396777
183	0.02471816391
184	0.02444218248
185	0.02436618656
186	0.02411108911
187	0.02400758117
188	0.02396067232
189	0.02386346906
190	0.02377020717
191	0.02363705933
192	0.02353936285
193	0.02342711091
194	0.02327371836
195	0.02320015728
196	0.02306723893
197	0.02286820859
198	0.02273532152
199	0.02265227884
200	0.02251498103
201	0.02239214182
202	0.02227063477
203	0.02220727801
204	0.02215302587
205	0.02202420235
206	0.02198216915
207	0.02171683013
208	0.02165215909
209	0.02150221616
210	0.02143756598
211	0.02137237489
212	0.02131051123
213	0.02107315958
214	0.02102794945
215	0.02095785439
216	0.02088645697
217	0.02071713209
218	0.02066099346
219	0.02055053562
220	0.02044877857
221	0.02038331628
222	0.02029885352
223	0.02026562691
224	0.02015105635
225	0.02007364482
226	0.02001775205
227	0.01986393034
228	0.01968790591
229	0.01957655102
230	0.01944892555
231	0.01930288672
232	0.0192594111
233	0.01917132586
234	0.01911102384
235	0.01897673011
236	0.01892509907
237	0.01888331473
238	0.01882054508
239	0.01871891916
240	0.01864817739
241	0.0185093835
242	0.01844992042
243	0.01831325591
244	0.01826373637
245	0.01821369231
246	0.01809619665
247	0.01804883033
248	0.01783937514
249	0.0177827239
250	0.01772821844
251	0.01769800484
252	0.01757239252
253	0.01752509475
254	0.01750221252
255	0.0174553901
256	0.01740880311
257	0.01737445742
258	0.0173440963
259	0.01714410633
260	0.01697429717
261	0.01688840985
262	0.01683224142
263	0.01673135906
264	0.01656558812
265	0.01652323306
266	0.01641335189
267	0.0162599355
268	0.01621413231
269	0.01616049558
270	0.0161200732
271	0.01603473574
272	0.01598867774
273	0.01594007313
274	0.01585016698
275	0.01577897668
276	0.01573289633
277	0.01563438326
278	0.01560367197
279	0.01554476917
280	0.01549618095
281	0.01546046138
282	0.01542512774
283	0.01538239121
284	0.01535422802
285	0.01531161368
286	0.01528301388
287	0.01514101624
288	0.01508609653
289	0.01500149071
290	0.01485281885
291	0.01481243968
292	0.0147796616
293	0.01474124789
294	0.0147115767
295	0.01467582881
296	0.01463733912
297	0.01461301148
298	0.01458457857
299	0.0144947201
300	0.01445904672
301	0.01442009211
302	0.01438162029
303	0.0142972827
304	0.01426545978
305	0.01424005926
306	0.01416567266
307	0.01413742304
308	0.01411289573
309	0.01397783905
310	0.01392982006
311	0.01384939551
312	0.01382374763
313	0.01379962415
314	0.01377943009
315	0.01374061108
316	0.01371143311
317	0.01367463022
318	0.01361275315
319	0.0135867089
320	0.01351038516
321	0.01336351037
322	0.01333869696
323	0.01322977841
324	0.01319648027
325	0.01309868097
326	0.01301598996
327	0.01299611032
328	0.01287884414
329	0.01280751377
330	0.01278392673
331	0.01271570176
332	0.01269326657
333	0.01261600852
334	0.01259004325
335	0.01251775026
336	0.0124949567
337	0.01246728823
338	0.0124262698
339	0.01237331927
340	0.01229646504
341	0.01218566597
342	0.01216308326
343	0.01204979345
344	0.01197793186
345	0.01190801039
346	0.01186275929
347	0.01180569082
348	0.0117782034
349	0.01171158478
350	0.01164248586
351	0.01154217124
352	0.0115133293
353	0.01146759838
354	0.01144738793
355	0.01137792617
356	0.01133880615
357	0.0112943165
358	0.01126648337
359	0.01122177839
360	0.01116809398
361	0.01110864952
362	0.01105151922
363	0.01101137251
364	0.01097721905
365	0.01095747054
366	0.01090345085
367	0.01081831977
368	0.01076912433
369	0.01074611768
370	0.0106853269
371	0.01062587649
372	0.01057416573
373	0.0105538927
374	0.01051405892
375	0.01048305631
376	0.01043752357
377	0.01041808128
378	0.01036363542
379	0.01032074541
380	0.01028663218
381	0.0102349937
382	0.01022338048
383	0.01016346365
384	0.01011587232
385	0.01003572941
386	0.009991161525
387	0.009960780293
388	0.009914456308
389	0.009858688712
390	0.009843924642
391	0.009828031063
392	0.009817247838
393	0.009799723327
394	0.00975587219
395	0.009738139808
396	0.009687805176
397	0.009673418105
398	0.0096584782
399	0.009642892331
